1	FR	2114	1	2137	18	1742	40	1507	0	-4	0	-20	0	2	1	74	3	99	1	104	611	306	242	63	273	216	122	1087	1022	0	2
2	AR	2019	1	2159	5	1981	26	1751	0	-13	1	9	3	18	5	85	19	224	2	36	785	294	305	186	408	179	198	1484	861	3	18
3	IT	2016	1	2131	8	1908	21	1605	0	1	-1	-16	1	2	5	88	2	43	2	45	595	282	221	92	319	122	154	1071	618	1	2
4	PT	2011	2	2022	21	1754	42	1619	0	2	1	8	-1	-9	6	99	7	124	17	216	387	183	162	42	166	135	86	594	524	-1	-9
5	NL	1995	1	2106	17	1809	49	1550	0	-1	-1	-9	1	-5	-1	38	2	33	1	32	602	289	248	65	284	186	132	1264	885	1	-5
6	ES	1967	1	2047	8	1918	19	1800	0	4	0	14	1	5	-3	-40	-3	-60	11	140	463	218	186	59	241	105	117	882	476	1	5
7	EN	1931	1	2216	4	1986	17	1792	0	-20	1	17	6	81	5	25	1	-26	-4	-57	844	361	417	66	492	160	192	2077	863	6	81
8	SE	1889	2	2012	15	1791	46	1577	2	5	7	37	9	69	8	-4	10	71	7	59	806	365	370	71	402	238	166	1719	1138	9	69
9	HR	1884	5	2005	11	1888	18	1845	0	-6	1	-7	1	-3	0	-30	4	-1	2	-7	112	47	50	15	55	24	33	206	125	1	-3
10	DK	1876	1	2077	20	1789	61	1536	4	11	4	21	8	62	1	-32	-4	-93	2	-9	632	285	289	58	285	230	117	1201	945	8	62
10	CO	1876	5	1943	59	1519	100	1304	9	50	15	98	15	114	12	84	4	-5	16	110	358	118	129	111	127	134	97	435	490	15	114
12	DE	1869	1	2143	8	1890	24	1639	-1	-2	-3	-42	-1	-15	5	-18	-11	-212	-11	-219	708	299	302	107	402	161	145	1568	872	-1	-15
13	JP	1867	8	1896	70	1413	114	1214	-5	-29	6	26	6	56	37	225	15	121	89	492	448	146	115	187	190	167	91	771	608	6	56
14	IE	1861	4	1920	22	1599	64	1237	-1	-5	2	18	5	50	10	94	16	125	-4	-51	471	234	210	27	157	209	105	632	886	5	50
15	RU	1838	1	2088	22	1730	48	1449	5	19	1	-5	-1	4	3	18	-4	-49	-6	-85	528	177	263	88	287	109	132	964	517	-1	4
16	BE	1834	4	1959	23	1732	52	1498	6	37	8	35	8	48	5	39	10	77	2	14	602	294	264	44	239	237	126	1054	1065	8	48
16	YU	1834	3	2009	18	1789	39	1515	2	1	5	-2	-7	-63	-10	-101	-7	-99	-8	-109	584	211	281	92	281	182	121	1176	867	-7	-63
18	BR	1832	1	2194	5	1983	20	1813	-6	-35	-11	-85	-16	-190	-17	-262	-16	-242	-11	-125	723	276	233	214	450	127	146	1578	712	-16	-190
19	AU	1829	11	1880	38	1627	76	1472	-2	-21	-6	-47	4	40	7	65	8	74	19	152	350	167	130	53	176	101	73	735	412	4	40
20	CZ	1825	2	2025	11	1868	27	1686	-4	-31	-9	-65	-12	-98	-15	-119	-10	-100	-7	-54	607	243	299	65	285	184	138	1137	797	-12	-98
21	RO	1814	5	1946	26	1708	43	1503	-6	-46	-3	-28	-5	-11	-6	-88	-6	-42	-2	2	541	221	267	53	235	171	135	899	742	-5	-11
22	MX	1809	7	1944	21	1757	48	1495	3	26	25	145	-7	-17	-8	-95	-1	14	-7	-21	586	204	180	202	288	155	143	1084	650	-7	-17
23	KR	1802	15	1832	37	1663	79	1446	-1	5	-1	-5	4	44	15	101	38	220	9	87	683	188	174	321	390	131	162	1326	632	4	44
24	TR	1797	19	1797	46	1565	73	1381	8	60	6	67	5	42	7	59	10	102	32	230	369	172	173	24	121	166	82	463	613	5	42
25	UY	1788	1	2106	12	1877	44	1635	4	39	1	19	5	35	7	55	-2	20	-11	-53	717	257	296	164	309	240	168	1133	918	5	35
26	CR	1776	9	1863	34	1690	73	1495	0	9	25	126	30	168	25	146	37	197	28	184	415	159	139	117	210	116	89	861	473	30	168
27	SI	1758	27	1758	58	1593	74	1516	8	32	12	68	24	98	28	149	40	209	26	163	82	31	40	11	28	29	25	110	110	24	98
28	US	1755	12	1843	44	1606	89	1417	0	-5	-8	-83	-9	-56	-8	-50	5	47	6	58	410	216	151	43	139	175	96	508	647	-9	-56
29	IR	1752	21	1773	43	1620	75	1461	1	5	4	30	3	11	-4	-14	8	74	15	116	353	115	89	149	189	84	80	673	295	3	11
