1	BR	2057	1	2194	5	1983	20	1813	0	5	0	-14	17	225	1	35	0	-125	1	61	738	280	237	221	463	128	147	1618	721	17	225
2	NL	2051	1	2106	17	1811	49	1550	0	32	0	41	3	56	4	51	6	111	3	84	609	292	252	65	290	186	133	1278	887	3	56
3	ES	1997	1	2047	8	1918	19	1800	0	-4	0	3	3	30	4	35	0	-44	13	165	476	222	191	63	248	106	122	905	484	3	30
4	AR	1992	1	2159	5	1981	26	1751	0	12	0	12	-2	-27	1	-9	13	162	-3	-38	792	294	308	190	411	180	201	1492	866	-2	-27
5	FR	1977	1	2137	18	1745	40	1507	2	17	2	15	-4	-137	-4	-135	-1	-36	5	79	624	312	246	66	280	219	125	1113	1032	-4	-137
6	EN	1953	1	2216	4	1985	17	1792	0	-8	-1	-12	1	22	7	103	-1	-49	0	7	857	365	420	72	496	162	199	2097	876	1	22
7	DE	1938	1	2143	8	1890	24	1639	-2	-24	-1	-25	5	69	4	54	-5	-132	-4	-55	726	306	307	113	413	165	148	1614	889	5	69
8	PT	1931	2	2022	21	1756	42	1619	0	6	1	10	-4	-80	-5	-89	2	46	14	135	398	187	166	45	170	138	90	612	538	-4	-80
9	DK	1912	1	2077	20	1790	61	1536	1	5	2	9	1	36	9	98	0	-17	-1	0	645	289	293	63	294	232	119	1221	958	1	36
10	TR	1895	10	1895	45	1568	73	1381	1	7	2	23	14	98	19	140	27	182	48	320	385	175	177	33	130	170	85	489	624	14	98
11	IT	1879	1	2131	8	1908	21	1605	-2	-42	-3	-57	-8	-137	-7	-135	-5	-95	-7	-100	608	287	226	95	323	127	158	1085	631	-8	-137
12	CZ	1871	2	2025	11	1868	27	1686	2	6	3	25	8	46	-4	-52	1	0	6	44	617	248	303	66	292	184	141	1160	804	8	46
13	CO	1861	5	1943	59	1525	100	1304	0	-10	0	-10	-3	-15	12	99	10	93	12	87	362	118	133	111	128	136	98	438	494	-3	-15
14	IE	1848	4	1920	22	1602	64	1237	-2	-36	-4	-56	0	-13	5	37	22	133	-3	-41	483	239	213	31	162	212	109	652	898	0	-13
15	MX	1833	7	1944	21	1758	48	1495	1	0	2	0	7	24	0	7	7	44	9	46	599	205	181	213	296	158	145	1101	659	7	24
16	US	1827	12	1854	44	1608	89	1417	3	2	5	2	12	72	3	16	19	108	17	138	430	228	155	47	151	181	98	542	665	12	72
17	SE	1821	2	2012	15	1792	46	1577	-2	-22	-3	-36	-9	-68	0	1	1	-3	-8	-82	820	369	376	75	403	241	176	1736	1157	-9	-68
18	YU	1812	3	2009	18	1789	39	1515	7	17	6	13	-2	-22	-9	-85	-12	-162	-11	-120	595	213	287	95	285	187	123	1188	883	-2	-22
19	JP	1809	8	1896	69	1418	114	1214	-1	-20	0	-20	-6	-58	0	-2	6	51	50	280	461	157	117	187	195	170	96	786	622	-6	-58
20	RU	1808	1	2088	22	1731	48	1449	1	-2	8	31	-5	-30	-6	-26	-8	-65	-8	-77	540	182	268	90	290	113	137	980	531	-5	-30
