1	BR	2077	1	2194	5	1985	20	1813	0	-17	3	79	0	-3	0	50	0	20	0	-105	819	292	269	258	510	139	170	1785	781	0	-3
2	IT	2032	1	2131	8	1911	21	1605	3	15	0	0	1	12	5	92	9	153	4	58	671	313	250	108	362	133	176	1189	676	1	12
3	AR	2013	1	2159	5	1982	26	1751	1	-6	0	0	2	33	5	82	1	21	14	183	864	307	338	219	454	195	215	1628	943	2	33
3	FR	2013	1	2137	18	1758	40	1507	-1	-16	-2	-46	-1	-49	0	37	2	36	1	0	693	350	264	79	325	225	143	1239	1065	-1	-49
5	ES	1965	1	2047	8	1921	19	1800	3	46	3	42	7	81	1	8	-2	-32	-2	-76	538	254	214	70	289	112	137	1024	522	7	81
6	NL	1947	1	2106	16	1820	49	1550	0	-51	-2	-51	-2	-43	-4	-46	-4	-104	2	7	674	324	275	75	328	197	149	1389	928	-2	-43
7	CZ	1945	1	2038	11	1872	27	1686	7	71	7	79	4	59	-3	-21	5	74	6	74	676	274	327	75	332	195	149	1292	851	4	59
8	DE	1943	1	2143	8	1892	24	1639	-5	-77	-2	-49	-2	-33	3	50	-1	5	-6	-127	798	349	333	116	455	179	164	1775	965	-2	-33
9	EN	1909	1	2216	4	1984	17	1792	-2	-48	-2	-37	-2	-52	-4	-55	-3	-44	-4	-93	919	394	442	83	534	174	211	2213	928	-2	-52
10	RO	1906	5	1946	26	1717	43	1503	-1	-1	2	13	4	39	5	60	15	113	0	21	600	246	292	62	272	185	143	1009	789	4	39
11	HR	1895	5	2005	12	1878	26	1782	-2	-12	0	-1	-2	-2	2	31	11	93	3	31	184	77	79	28	93	38	53	326	188	-2	-2
12	MX	1883	6	1959	21	1763	48	1495	-3	-24	1	12	7	65	6	47	3	50	10	94	693	229	195	269	347	183	163	1271	744	7	65
13	PT	1878	2	2022	21	1765	42	1619	-1	-4	-5	-45	-3	-17	-4	-31	-5	-53	-3	-7	465	223	187	55	209	148	108	745	589	-3	-17
14	PY	1845	5	1954	22	1756	44	1617	15	75	4	28	17	84	12	67	17	82	16	98	584	157	270	157	216	221	147	794	859	17	84
15	CO	1838	5	1943	56	1543	100	1304	4	37	15	69	6	49	15	75	-2	-23	8	70	436	134	156	146	158	157	121	526	566	6	49
16	GR	1837	7	1931	50	1525	84	1277	5	45	6	41	1	-2	5	25	30	170	16	106	452	213	208	31	160	187	105	576	696	1	-2
