1	DE	2069	1	2223	8	1903	24	1639	0	-50	0	-40	0	-65	2	-17	3	2	10	176	907	395	371	141	527	197	183	2037	1078	0	-65
2	BR	2038	1	2194	4	1992	20	1813	1	-10	1	5	1	-4	-1	-94	1	-57	-1	11	937	328	303	306	592	155	190	2034	869	1	-4
3	AR	2024	1	2159	5	1982	26	1751	-1	-44	-1	-45	-1	-26	1	3	2	32	5	93	976	344	381	251	520	213	243	1835	1041	-1	-26
4	ES	2003	1	2165	7	1934	19	1800	2	27	3	39	4	49	-2	-101	-3	-113	2	46	653	289	255	109	381	126	146	1280	597	4	49
5	CL	1976	3	2019	28	1666	60	1384	0	-1	1	0	2	13	5	62	4	83	42	296	728	289	265	174	278	295	155	1043	1059	2	13
6	EN	1960	1	2216	4	1982	17	1792	1	11	2	24	3	36	0	26	0	36	-1	-4	1009	436	474	99	590	187	232	2400	1000	3	36
7	CO	1955	4	2035	52	1574	100	1304	-3	-43	-2	-48	-2	-65	-1	21	17	191	23	192	527	156	188	183	203	183	141	656	640	-2	-65
8	FR	1954	1	2137	17	1767	40	1507	0	14	1	29	-2	-12	4	73	9	152	-5	-22	796	403	300	93	379	250	167	1393	1149	-2	-12
9	UY	1947	1	2106	12	1874	44	1635	4	73	3	70	2	38	0	28	1	56	11	126	894	300	384	210	391	286	217	1425	1124	2	38
10	BE	1929	4	1959	24	1732	70	1498	0	16	1	30	2	30	8	93	47	309	33	229	742	360	326	56	305	278	159	1271	1232	2	30
11	PT	1920	2	2022	20	1776	42	1619	0	14	-1	13	-1	9	-3	-11	-3	22	-2	11	561	263	217	81	263	169	129	914	677	-1	9
12	EC	1915	12	1915	68	1484	117	1184	3	93	6	96	4	68	5	78	21	189	28	201	483	153	171	159	140	220	123	573	784	4	68
13	MX	1907	5	1959	20	1772	48	1495	1	39	2	56	0	14	9	109	-2	60	5	71	843	262	229	352	428	217	198	1538	880	0	14
14	NL	1898	1	2154	15	1835	49	1550	-5	-24	-10	-112	-10	-132	-9	-106	-12	-207	-12	-95	779	369	313	97	393	216	170	1614	1023	-10	-132
15	IT	1872	1	2131	8	1911	21	1605	-3	-3	-2	2	-1	-14	-4	-35	-3	39	-8	-68	776	348	281	147	407	155	214	1337	783	-1	-14
16	UA	1816	15	1846	36	1714	70	1536	0	-4	3	5	2	-8	4	-6	0	8	11	42	225	104	98	23	99	61	65	310	219	2	-8
17	HR	1814	5	2005	12	1875	26	1781	4	33	0	-19	0	-12	4	8	-10	-99	-4	-50	270	112	118	40	143	54	73	473	266	0	-12
18	CH	1810	10	1918	28	1672	56	1485	1	13	3	7	3	17	-4	-42	7	56	7	31	763	368	341	54	260	338	165	1102	1326	3	17
19	TR	1805	10	1899	42	1600	73	1381	9	49	19	85	19	120	15	92	1	27	-3	-40	541	233	246	62	204	212	125	730	794	19	120
20	AT	1802	1	2067	20	1811	74	1550	-2	3	9	54	13	87	27	139	39	197	29	134	747	371	336	40	307	278	162	1350	1198	13	87
21	CR	1796	9	1868	34	1693	73	1495	1	21	-5	-44	-6	-72	8	61	22	126	13	62	646	222	228	196	302	192	152	1180	738	-6	-72
22	KR	1790	15	1844	37	1676	79	1446	2	19	6	41	33	157	21	104	7	48	22	102	913	293	221	399	498	191	224	1676	831	33	157
23	PE	1786	14	1884	35	1663	76	1486	-6	-20	1	11	6	58	13	75	31	157	27	124	589	225	213	151	185	259	145	732	859	6	58
24	RU	1774	1	2088	22	1741	48	1449	1	8	6	32	0	-5	-9	-71	-11	-53	8	23	675	240	323	112	357	142	176	1194	649	0	-5
