1	ES	2150	1	2165	7	1931	19	1800	0	-8	0	18	0	33	0	34	4	185	2	153	615	276	242	97	354	118	143	1208	570	0	33
2	BR	2060	1	2194	4	1989	20	1813	0	-10	1	16	2	-4	1	-35	-1	-17	-1	3	888	306	292	290	557	149	182	1926	829	2	-4
3	DE	2052	1	2143	8	1898	24	1639	0	8	-1	-9	-1	-30	1	-15	5	109	4	114	869	379	357	133	502	191	176	1945	1037	-1	-30
4	AR	2014	1	2159	5	1981	26	1751	2	44	3	58	3	99	1	22	-1	1	0	22	934	336	368	230	495	208	231	1753	1011	3	99
5	NL	1997	1	2127	16	1830	49	1550	0	24	1	31	-2	-71	-3	-108	1	50	-3	-54	741	353	298	90	373	207	161	1538	984	-2	-71
6	EN	1953	1	2216	4	1983	17	1792	-2	-23	-2	-26	0	-2	0	29	3	44	0	0	974	419	461	94	569	182	223	2327	976	0	-2
7	MX	1917	5	1959	20	1769	48	1495	2	7	4	15	5	51	4	70	5	34	8	84	780	250	212	318	399	203	178	1437	817	5	51
8	IT	1911	1	2131	8	1912	21	1605	2	9	1	-30	2	25	4	78	-6	-121	3	32	736	332	269	135	391	148	197	1279	739	2	25
9	SE	1907	2	2012	15	1795	46	1577	3	29	3	18	4	45	5	93	11	107	8	86	954	416	438	100	471	279	204	1966	1292	4	45
10	PT	1904	2	2022	20	1771	42	1619	-3	-45	-2	-38	-2	3	-2	6	3	26	-2	-27	527	249	206	72	242	161	124	860	642	-2	3
11	CO	1902	5	1943	54	1559	100	1304	0	18	10	107	15	133	13	138	4	64	2	41	490	150	177	163	182	176	132	596	615	15	133
12	FR	1889	1	2137	17	1763	40	1507	1	15	2	35	2	50	5	87	-9	-124	-7	-88	759	383	288	88	358	240	161	1322	1118	2	50
13	RU	1887	1	2088	22	1739	48	1449	1	14	2	40	4	70	0	60	10	99	7	79	642	225	312	105	340	136	166	1138	626	4	70
14	HR	1880	5	2005	12	1880	26	1782	1	14	-2	-9	-5	-11	-7	-33	-3	-15	8	78	238	100	104	34	125	46	67	415	238	-5	-11
15	UY	1855	1	2106	12	1874	44	1635	-7	-63	-10	-121	-10	-137	-5	-36	6	59	11	64	852	289	365	198	367	275	210	1353	1086	-10	-137
