1	FR	2077	1	2090	19	1731	40	1507	0	12	2	40	3	64	3	62	10	190	12	227	571	291	227	53	245	211	115	1005	993	3	64
2	BR	2052	1	2194	5	1981	13	1813	0	10	0	-31	-1	-130	0	-22	2	102	0	59	670	262	212	196	420	114	136	1467	665	-1	-130
3	IT	2020	1	2131	8	1905	21	1605	0	0	1	15	3	46	2	47	-1	21	2	44	563	267	208	88	302	116	145	1028	597	3	46
4	NL	1994	1	2106	17	1803	49	1550	1	-3	1	-6	4	54	3	32	-1	-1	-3	-52	569	270	237	62	269	182	118	1194	850	4	54
5	ES	1979	1	2047	8	1915	19	1800	1	14	1	-19	-2	-62	-2	-48	4	66	3	81	430	201	174	55	219	99	112	798	449	-2	-62
6	DE	1977	1	2143	8	1890	24	1639	-2	-32	-5	-113	-4	-93	-5	-104	-5	-37	-2	-5	672	284	288	100	384	151	137	1499	826	-4	-93
7	HR	1963	5	2005	11	1884	18	1845	1	4	3	51	7	99	6	78	7	90	0	0	81	33	35	13	45	18	18	167	93	7	99
8	EN	1945	1	2216	4	1988	17	1792	1	-3	-1	-24	-3	-57	0	-12	5	68	2	61	813	344	406	63	478	153	182	2027	837	-3	-57
9	YU	1944	3	2009	18	1784	39	1515	-2	-17	-1	-20	-3	-30	0	11	-4	12	0	57	553	203	263	87	267	175	111	1120	830	-3	-30
10	AR	1931	1	2159	5	1982	26	1751	0	0	-1	-26	7	101	11	136	-2	3	3	81	750	282	289	179	386	174	190	1418	830	7	101
11	PT	1905	3	2022	22	1746	42	1619	1	10	4	29	-1	20	0	18	9	75	17	149	354	167	152	35	143	132	79	500	500	-1	20
12	RO	1903	5	1946	27	1702	43	1503	1	17	2	24	-2	18	3	47	8	73	-5	4	501	204	252	45	215	161	125	838	702	-2	18
13	CZ	1902	2	2025	11	1867	27	1686	-2	6	0	14	0	31	-3	-23	5	58	2	54	572	227	283	62	265	174	133	1070	766	0	31
14	SE	1885	2	2012	15	1788	46	1577	1	16	4	45	4	61	4	67	-2	2	-8	-69	766	351	350	65	381	231	154	1664	1116	4	61
15	MX	1864	8	1944	21	1753	44	1495	-1	-6	1	-6	7	75	6	69	-5	-26	-4	-15	514	184	163	167	254	131	129	969	566	7	75
16	NO	1831	9	1928	38	1585	86	1364	1	-10	-5	-71	-1	-28	-1	-25	0	-23	23	163	591	285	275	31	196	268	127	921	1136	-1	-28
17	DK	1820	1	2077	20	1787	61	1536	-1	-39	-5	-77	-8	-109	-11	-149	-10	-111	0	-1	600	268	277	55	269	223	108	1149	917	-8	-109
18	BE	1816	4	1959	23	1731	52	1498	1	-9	1	-9	2	17	8	59	4	-11	2	13	568	279	247	42	225	226	117	993	1024	2	17
19	MA	1806	19	1823	38	1665	64	1531	3	13	3	15	12	64	20	135	17	136	22	153	389	159	134	96	176	97	116	567	373	12	64
20	PY	1804	5	1954	21	1753	44	1617	0	0	0	0	10	57	0	-8	12	109	-1	-6	464	125	215	124	169	184	111	643	722	10	57
21	RU	1779	1	2088	22	1727	48	1449	-3	-47	-4	-83	-9	-94	-10	-108	-2	-60	-19	-214	501	163	250	88	269	107	125	913	497	-9	-94
22	AU	1764	12	1880	39	1621	76	1472	-2	-40	-1	-36	-6	-85	5	9	7	43	11	44	319	157	120	42	158	93	68	616	388	-6	-85
22	PL	1764	2	2083	28	1701	58	1526	4	19	20	91	22	92	20	107	11	71	-1	-37	581	231	296	54	242	199	140	1011	858	22	92
24	UY	1758	1	2106	12	1881	44	1635	-1	0	-1	0	3	3	-1	-10	-1	-38	-12	-93	679	243	283	153	294	228	157	1088	881	3	3
25	CL	1756	9	1889	28	1645	54	1384	-1	0	-1	0	3	6	4	17	2	13	-2	-37	507	200	183	124	178	220	109	733	801	3	6
26	EC	1750	22	1786	78	1411	117	1184	-2	-6	-2	-6	0	-6	9	61	21	119	30	178	264	90	95	79	61	137	66	295	515	0	-6
27	IR	1748	22	1773	44	1614	75	1461	19	79	18	79	13	61	10	70	36	181	20	156	303	98	69	136	162	75	66	571	253	13	61
28	IE	1740	4	1920	22	1594	64	1237	-1	-4	8	42	8	25	2	4	-13	-121	-12	-95	441	217	200	24	141	204	96	581	862	8	25
29	CO	1739	5	1943	61	1506	100	1304	-1	0	-3	0	-6	-29	-15	-142	-24	-193	-11	-77	309	100	113	96	102	122	85	363	442	-6	-29
30	AT	1730	1	2067	15	1839	55	1601	5	28	5	27	-1	-19	1	-1	14	86	1	-1	595	277	282	36	254	217	124	1130	972	-1	-19
31	GR	1720	27	1745	53	1497	84	1277	1	6	-2	-8	1	-11	9	53	-3	-19	3	15	344	164	162	18	105	159	80	431	585	1	-11
32	PE	1715	14	1884	33	1660	73	1486	-2	-3	-1	-3	2	-10	24	116	36	163	12	101	401	158	137	106	128	179	94	526	603	2	-10
33	SQ	1712	1	2104	9	1912	35	1698	0	2	-3	-7	-12	-80	-14	-101	-7	-55	-11	-83	601	278	287	36	296	173	132	1133	736	-12	-80
34	SA	1710	30	1722	86	1431	128	1239	12	41	17	79	14	69	11	74	0	27	14	119	368	137	61	170	173	106	89	574	424	14	69
35	UA	1709	34	1709	54	1612	70	1536	1	8	6	32	7	32	9	68	23	100	0	0	47	20	24	3	20	17	10	60	56	7	32
36	CN	1706	21	1718	42	1609	93	1444	5	19	4	26	10	62	30	155	37	194	14	123	382	102	140	140	208	105	69	806	400	10	62
37	NG	1698	17	1821	40	1648	72	1500	-3	-11	-4	-11	1	-3	-12	-62	-6	-6	16	120	376	141	158	77	161	109	106	563	438	1	-3
38	US	1696	12	1793	45	1599	89	1417	-1	-1	-1	-1	-3	-23	-5	-12	14	76	16	122	365	190	136	39	117	163	85	441	612	-3	-23
38	JP	1696	22	1805	71	1400	114	1214	10	31	8	31	-13	-62	-10	-50	4	49	61	325	410	128	110	172	173	158	79	703	572	-13	-62
40	KR	1691	15	1832	38	1659	79	1446	-9	-25	-8	-25	-16	-70	21	109	-1	32	-8	-37	639	167	166	306	369	124	146	1258	592	-16	-70
40	BO	1691	21	1793	59	1472	84	1244	-1	0	-2	0	-1	0	1	28	-10	-14	30	203	269	98	91	80	68	140	61	296	557	-1	0
40	IL	1691	23	1771	48	1603	78	1426	4	11	-1	8	14	77	12	77	24	129	6	80	288	152	98	38	104	116	68	429	415	14	77
43	SK	1687	17	1751	30	1683	45	1644	-14	-47	-15	-49	-10	-40	-7	4	-6	25	0	0	72	32	33	7	29	30	13	106	119	-10	-40
44	EG	1678	10	1891	32	1666	68	1525	-6	-16	-11	-31	11	77	7	57	-6	18	-7	5	481	183	170	128	227	131	123	846	556	11	77
45	JM	1675	38	1703	89	1344	136	1215	0	0	4	28	4	35	19	107	41	192	66	390	324	149	122	53	121	131	72	405	463	4	35
46	BG	1674	7	1896	36	1623	69	1320	-6	-16	-19	-64	-27	-149	-29	-155	-22	-115	-20	-102	503	190	259	54	182	199	122	744	793	-27	-149
47	ZA	1672	8	1817	19	1756	56	1613	2	19	1	19	-6	-7	-23	-92	7	56	-23	-110	114	57	43	14	50	43	21	191	184	-6	-7
48	KW	1671	28	1734	80	1458	137	1182	5	50	8	56	5	54	-1	45	25	159	19	175	380	118	80	182	179	115	86	642	405	5	54
49	HU	1668	1	2230	12	1884	65	1567	3	44	1	29	8	79	4	57	1	43	-20	-87	727	317	358	52	359	211	157	1612	1124	8	79
49	CH	1668	10	1918	28	1655	56	1485	-7	-13	-7	-5	-6	-5	-17	-52	-32	-179	-19	-68	588	283	273	32	179	290	119	830	1135	-6	-5
51	TR	1663	19	1761	46	1558	73	1381	-9	-18	-4	2	-14	-50	-17	-32	10	70	0	81	340	161	158	21	109	159	72	424	586	-14	-50
52	TN	1632	24	1749	51	1595	83	1437	-1	3	0	3	-7	-39	-7	-4	-6	-9	19	145	409	181	148	80	158	140	111	556	494	-7	-39
53	CR	1620	9	1863	33	1691	73	1495	1	0	2	0	-1	2	10	41	2	6	6	55	366	136	127	103	185	104	77	759	420	-1	2
54	CI	1617	20	1773	45	1626	75	1497	4	18	3	6	14	81	18	99	-6	-12	-14	-40	335	133	118	84	161	89	85	510	359	14	81
55	WA	1610	3	1905	17	1669	63	1403	8	42	7	38	5	34	1	11	-30	-168	-30	-170	482	223	250	9	142	236	104	629	885	5	34
56	GE	1608	36	1672	50	1619	65	1560	-6	-41	-12	-64	-9	-34	4	25	4	12	0	0	59	24	30	5	27	25	7	100	78	-9	-34
57	IQ	1598	24	1753	44	1633	67	1499	3	8	3	8	-1	8	-14	-48	-16	-53	-22	-101	348	86	93	169	188	67	93	641	277	-1	8
58	ZM	1591	30	1718	48	1588	74	1480	-1	-10	-5	-36	-8	-43	-8	-31	-15	-55	-16	-32	435	154	173	108	221	117	97	822	474	-8	-43
58	FI	1591	14	1640	64	1457	120	1246	8	37	9	52	11	64	30	126	7	33	-13	-22	521	233	270	18	104	315	102	608	1316	11	64
