1	ES	2101	1	2101	8	1922	19	1800	0	10	0	23	4	136	11	217	2	95	4	122	554	261	217	76	304	112	138	1057	527	4	136
2	NL	2027	1	2106	16	1822	49	1550	1	14	0	0	4	80	2	37	2	36	2	33	689	330	280	79	339	199	151	1422	941	4	80
3	BR	2017	1	2194	4	1986	20	1813	-1	3	2	7	-2	-60	-2	-63	2	27	-1	-35	830	296	273	261	516	141	173	1803	789	-2	-60
4	IT	2005	1	2131	8	1912	21	1605	0	-7	0	-9	-2	-27	-1	-15	4	81	-1	-15	684	316	254	114	368	135	181	1207	688	-2	-27
5	EN	1987	1	2216	4	1984	17	1792	2	24	4	66	4	78	2	26	2	31	3	42	929	398	447	84	542	175	212	2238	936	4	78
6	AR	1973	1	2159	5	1982	26	1751	-1	-13	-3	-47	-3	-40	-1	-7	-4	-42	4	42	875	310	345	220	458	196	221	1640	949	-3	-40
7	DE	1967	1	2143	8	1893	24	1639	-1	0	-1	-6	1	24	-1	-9	4	85	-1	-10	814	355	338	121	466	182	166	1811	981	1	24
8	FR	1891	1	2137	17	1760	40	1507	1	0	0	-32	-5	-122	-6	-171	-7	-162	-7	-186	707	357	268	82	331	229	147	1255	1081	-5	-122
9	HR	1882	5	2005	12	1878	26	1782	1	-1	-2	-43	2	-13	0	-15	9	56	-2	-81	197	82	84	31	100	40	57	345	201	2	-13
9	RU	1882	1	2088	22	1734	48	1449	2	1	3	8	14	94	18	109	16	101	12	103	601	206	296	99	318	129	154	1077	601	14	94
11	PY	1855	5	1954	22	1757	44	1617	8	30	8	52	3	10	20	94	12	63	9	51	597	160	278	159	221	224	152	806	871	3	10
12	CZ	1848	1	2038	11	1872	27	1686	0	-16	1	-22	-5	-97	-1	-38	-6	-135	1	-54	688	277	333	78	337	199	152	1309	865	-5	-97
13	MX	1835	6	1959	21	1765	48	1495	-5	-59	-2	-57	-1	-48	6	17	0	-14	2	-29	708	233	199	276	356	187	165	1301	759	-1	-48
14	RO	1834	5	1946	25	1719	43	1503	2	0	-4	-62	-4	-72	0	-33	5	29	-2	-69	611	252	294	65	277	188	146	1023	799	-4	-72
15	UY	1831	1	2106	13	1873	44	1635	0	-9	3	21	6	35	3	9	-3	-32	9	73	801	276	339	186	343	263	195	1266	1026	6	35
15	TR	1831	10	1899	43	1588	73	1381	2	-2	1	-2	3	15	1	-13	-1	-10	36	168	466	198	215	53	166	189	111	616	716	3	15
17	DK	1830	1	2077	19	1796	61	1536	-4	-16	-2	-7	0	6	-9	-74	-7	-66	0	10	709	317	324	68	326	245	138	1333	1026	0	6
18	PT	1821	2	2022	20	1766	42	1619	-4	-22	-4	-46	-5	-57	-8	-74	-9	-98	-7	-84	478	227	191	60	214	154	110	769	609	-5	-57
19	US	1807	12	1891	42	1622	89	1417	-1	-20	1	5	10	42	6	31	-4	-26	19	111	525	288	179	58	209	201	115	709	735	10	42
20	CL	1800	9	1889	29	1649	60	1384	1	6	4	20	19	73	19	64	33	172	5	44	626	247	233	146	221	269	136	866	947	19	73
21	CH	1792	10	1918	28	1663	56	1485	10	38	1	5	-2	-15	-6	-54	12	66	28	124	693	334	312	47	225	322	146	992	1261	-2	-15
22	BG	1786	7	1896	36	1635	69	1320	-2	-21	-2	-16	0	-5	16	49	5	20	24	112	606	229	311	66	230	228	148	886	909	0	-5
23	UA	1779	18	1816	42	1681	70	1536	3	7	10	30	15	48	-3	-27	25	121	12	70	150	64	73	13	61	43	46	184	150	15	48
24	JP	1776	8	1896	66	1444	114	1214	1	2	1	-2	1	-5	16	46	2	-3	14	80	570	210	146	214	254	193	123	966	716	1	-5
25	RS	1774	3	2009	19	1787	41	1515	13	52	13	46	9	23	6	13	6	39	-16	-170	658	235	320	103	307	208	143	1276	952	9	23
25	IE	1774	4	1920	22	1612	64	1237	-2	-9	1	0	3	3	10	27	-10	-59	3	34	542	272	233	37	189	223	130	725	946	3	3
27	GR	1773	7	1931	50	1528	84	1277	-5	-19	3	15	-11	-64	-10	-66	-5	-21	4	53	466	217	212	37	167	192	107	597	709	-11	-64
28	IR	1772	18	1836	42	1635	75	1461	-5	-11	3	16	-2	-7	0	4	7	58	-1	24	460	159	123	178	252	100	108	880	380	-2	-7
29	EG	1764	10	1891	33	1668	68	1525	0	3	-6	-18	12	81	12	39	9	60	15	86	634	257	214	163	311	163	160	1116	699	12	81
30	SE	1759	2	2012	15	1794	46	1577	-2	-4	-4	-15	-10	-41	-17	-112	-9	-44	-16	-126	905	398	413	94	439	267	199	1873	1244	-10	-41
31	AU	1757	11	1880	37	1640	76	1472	4	24	9	54	6	25	-1	-7	-14	-72	-9	-7	418	190	151	77	214	118	86	880	473	6	25
32	PL	1751	2	2083	28	1708	58	1526	5	25	2	5	-8	-31	-8	-29	-3	9	-10	-13	714	287	345	82	309	236	169	1223	999	-8	-31
33	CM	1748	14	1852	51	1601	81	1453	-6	-20	-4	-14	3	10	-12	-41	-9	-39	30	185	450	123	180	147	201	118	131	688	509	3	10
34	CO	1747	5	1943	56	1547	100	1304	-2	2	-17	-64	-19	-91	-13	-42	4	43	-5	8	449	138	162	149	160	164	125	536	582	-19	-91
35	IL	1746	23	1771	47	1619	78	1426	-5	-10	-7	-17	0	2	8	32	14	95	5	55	378	191	143	44	144	142	92	581	528	0	2
36	NG	1740	16	1828	39	1664	72	1500	-4	-5	1	8	-3	-12	-13	-45	-6	2	1	42	493	178	207	108	227	131	135	739	524	-3	-12
37	HN	1726	23	1790	60	1489	108	1332	3	13	5	41	9	60	-1	-13	8	59	35	195	415	142	132	141	175	129	111	664	535	9	60
38	KR	1723	15	1844	38	1668	79	1446	8	55	7	52	9	62	8	55	2	29	2	32	804	249	197	358	441	162	201	1505	727	9	62
39	SQ	1722	1	2104	11	1896	64	1600	-5	-12	-7	-33	-8	-39	-2	-16	3	42	-6	10	689	321	330	38	329	206	154	1232	842	-8	-39
40	CI	1710	15	1841	46	1632	75	1497	2	7	-1	1	-8	-47	-14	-65	19	116	14	93	444	163	163	118	217	116	111	706	459	-8	-47
41	NO	1708	8	1929	37	1605	86	1364	-2	-10	-5	-29	-14	-64	-12	-59	-5	-2	-25	-123	711	338	330	43	247	301	163	1088	1253	-14	-64
