1	BR	2114	1	2194	4	1993	20	1813	0	-4	0	-2	0	26	1	76	1	54	0	37	960	336	312	312	607	157	196	2085	880	0	26
2	DE	2109	1	2223	8	1906	24	1639	0	2	0	27	1	71	-1	40	1	57	6	166	938	407	380	151	548	200	190	2114	1100	1	71
3	ES	2032	1	2165	7	1935	19	1800	0	5	1	28	3	52	1	29	-2	-118	2	67	678	297	266	115	397	129	152	1347	615	3	52
4	PT	1995	2	2022	19	1779	42	1619	1	8	5	40	4	64	7	75	6	91	9	117	593	277	225	91	284	173	136	991	696	4	64
5	FR	1990	1	2137	17	1771	40	1507	1	19	0	15	-1	-20	3	36	7	101	-2	-23	824	423	308	93	399	253	172	1452	1173	-1	-20
6	AR	1985	1	2159	5	1983	26	1751	-2	-12	-3	-33	-4	-61	-3	-39	-2	-29	-3	-28	1001	352	391	258	535	217	249	1881	1060	-4	-61
7	EN	1933	1	2216	4	1982	17	1792	2	11	4	21	3	4	-1	-27	-1	-20	2	24	1033	448	482	103	603	191	239	2435	1019	3	4
8	BE	1928	4	1959	24	1735	70	1498	2	15	4	29	5	22	2	-1	14	142	44	286	767	371	334	62	321	282	164	1340	1259	5	22
9	CO	1927	3	2035	51	1584	100	1304	-2	-37	-3	-44	0	-3	-2	-28	2	25	6	89	553	163	201	189	215	190	148	695	666	0	-3
10	IT	1906	1	2131	8	1911	21	1605	-2	-44	-3	-64	-3	-38	5	34	-2	-5	-8	-126	802	359	289	154	422	160	220	1383	803	-3	-38
11	NL	1896	1	2154	15	1836	49	1550	5	54	6	47	3	7	3	-2	-6	-101	-5	-51	801	379	325	97	406	222	173	1658	1047	3	7
12	PE	1881	11	1894	35	1667	76	1486	-1	-2	3	27	8	48	11	95	23	172	43	250	613	236	221	156	197	263	153	769	882	8	48
13	UY	1867	1	2106	12	1875	44	1635	0	-1	5	24	-2	-48	-4	-80	2	12	8	71	916	308	394	214	399	295	222	1457	1155	-2	-48
14	CH	1866	10	1918	28	1674	56	1485	-2	-6	0	1	2	9	4	56	4	35	5	59	784	378	349	57	273	342	169	1133	1341	2	9
15	CL	1860	2	2041	28	1671	60	1384	-1	1	-7	-103	-10	-122	-10	-116	6	57	24	133	760	298	274	188	290	307	163	1088	1095	-10	-122
16	HR	1856	5	2005	12	1874	26	1781	2	23	0	5	-1	-30	1	42	-2	-24	-5	-39	295	121	127	47	157	58	80	518	282	-1	-30
17	MX	1848	4	1986	20	1775	48	1495	-2	-9	-7	-68	-5	-64	-4	-59	-10	-69	-5	-35	882	269	239	374	453	223	206	1599	917	-5	-64
18	DK	1842	1	2077	20	1793	61	1536	2	44	15	103	17	125	16	114	5	66	-1	18	802	363	361	78	366	275	161	1472	1129	17	125
18	PL	1842	2	2083	29	1709	58	1526	-1	8	-5	-31	0	-9	7	69	19	138	6	60	820	345	372	103	356	261	203	1403	1109	0	-9
20	SE	1825	2	2012	16	1796	46	1577	-1	18	-1	16	5	57	7	57	-11	-82	0	25	1017	442	463	112	500	298	219	2065	1353	5	57
21	IS	1811	18	1841	81	1407	125	1256	1	16	-1	9	6	46	22	138	69	326	85	406	425	185	206	34	133	213	79	508	707	6	46
22	IR	1799	18	1836	41	1645	75	1461	3	18	1	6	2	26	14	72	26	143	4	20	580	201	165	214	321	118	141	1089	460	2	26
23	RS	1769	3	2009	20	1783	47	1515	4	-3	9	28	10	44	15	53	17	84	11	18	753	265	369	119	350	239	164	1409	1046	10	44
24	WA	1763	3	1905	22	1663	84	1403	-1	-28	1	-9	4	3	19	90	40	183	32	133	641	300	319	22	199	302	140	803	1073	4	3
25	KR	1761	15	1844	37	1678	79	1446	9	31	9	28	-3	-29	-3	-29	2	-2	22	100	936	302	229	405	509	197	230	1707	860	-3	-29
26	PY	1753	5	1954	22	1756	44	1617	6	5	10	40	11	51	8	25	6	34	-12	-92	709	193	327	189	255	271	183	930	1019	11	51
27	US	1752	9	1891	41	1637	89	1417	2	-6	-1	-15	5	16	3	-7	-1	-19	2	-13	690	391	225	74	296	247	147	994	928	5	16
27	SN	1752	21	1812	59	1577	105	1392	14	52	10	43	18	77	19	102	54	229	21	97	567	186	217	164	241	168	158	749	563	18	77
29	SK	1748	17	1776	38	1681	67	1578	-1	-20	-3	-19	2	-5	3	4	29	146	21	94	277	117	129	31	112	100	65	394	354	2	-5
30	EC	1747	12	1915	67	1493	117	1184	-4	-30	-10	-55	-11	-103	-18	-168	-14	-103	13	74	506	162	180	164	146	232	128	607	819	-11	-103
31	CR	1746	9	1868	34	1695	73	1495	-11	-52	-2	-15	-14	-109	-10	-50	14	78	22	106	678	230	242	206	316	200	162	1221	770	-14	-109
32	VE	1739	19	1806	88	1392	126	1212	4	23	8	50	11	55	28	139	2	29	13	70	397	155	151	91	99	212	86	425	772	11	55
33	UA	1737	15	1846	35	1718	70	1536	-3	-20	-3	-17	-8	-31	-17	-79	0	24	5	6	245	112	102	31	110	68	67	336	239	-8	-31
34	IE	1732	4	1920	22	1621	64	1237	-1	-7	-10	-45	-13	-70	-8	-39	-3	3	-6	-39	648	330	265	53	231	251	166	870	1054	-13	-70
35	AU	1728	11	1880	36	1650	76	1472	3	21	0	7	1	19	4	27	-10	-46	2	-4	533	231	195	107	270	149	114	1077	600	1	19
36	BA	1723	20	1807	52	1629	80	1499	-1	-1	-6	-31	-7	-32	1	1	-6	-23	39	183	195	77	94	24	79	75	41	297	268	-7	-32
37	SQ	1720	1	2104	13	1884	64	1600	0	10	4	34	10	50	3	21	10	63	-6	-41	762	355	363	44	361	233	168	1326	933	10	50
38	CZ	1713	1	2038	12	1863	46	1670	6	43	0	15	0	15	-10	-53	-14	-62	-31	-232	783	318	374	91	378	229	176	1453	964	0	15
39	TR	1712	10	1899	42	1604	73	1381	-15	-76	-17	-82	-16	-73	-20	-93	-1	10	-21	-104	564	243	255	66	214	220	130	758	821	-16	-73
40	AT	1710	1	2067	20	1809	74	1550	4	40	-1	15	2	24	-20	-92	17	106	19	111	767	383	341	43	314	285	168	1373	1222	2	24
41	BO	1707	21	1793	59	1498	84	1244	-2	2	0	21	12	74	11	83	11	79	29	152	447	163	164	120	103	236	108	469	881	12	74
42	JP	1706	8	1896	62	1475	114	1214	-11	-49	-14	-56	-12	-48	-11	-43	-22	-114	-17	-75	705	278	176	251	329	224	152	1225	848	-12	-48
43	RU	1698	1	2088	22	1740	48	1449	-1	14	0	14	-4	7	-19	-76	-30	-189	-20	-90	698	254	327	117	363	152	183	1227	684	-4	7
44	NG	1696	16	1828	40	1666	72	1500	3	31	9	66	4	29	5	62	6	44	-11	-56	601	211	238	152	275	152	174	900	614	4	29
45	MA	1691	18	1823	44	1652	87	1512	10	67	16	89	13	90	31	162	29	146	-3	10	604	257	199	148	281	146	177	873	528	13	90
46	RO	1688	5	1946	26	1721	48	1503	-3	16	-2	5	-2	6	-17	-76	-17	-66	-36	-218	702	290	334	78	312	215	175	1148	898	-2	6
47	EI	1674	14	1850	39	1653	111	1397	-7	-30	-2	-7	5	27	14	80	52	231	14	94	529	240	256	33	144	252	133	551	818	5	27
48	PA	1672	28	1755	102	1334	142	1152	-2	4	2	25	-7	-18	-6	-12	-6	-9	15	100	473	171	177	125	148	208	117	570	743	-7	-18
49	GR	1662	7	1931	48	1547	84	1277	-1	10	-3	-17	1	8	8	50	-30	-163	-33	-175	563	255	252	56	207	217	139	703	802	1	8
50	EG	1659	10	1891	34	1671	68	1525	-1	8	-2	-7	-4	-13	2	35	-14	-49	-9	-24	750	306	246	198	381	191	178	1330	802	-4	-13
51	CM	1647	14	1852	51	1607	81	1453	2	12	-4	-23	5	27	5	34	9	48	-15	-91	558	152	219	187	245	147	166	821	623	5	27
52	SI	1639	27	1758	55	1616	76	1516	-2	-5	-1	-3	-1	-14	2	20	7	38	22	98	229	101	103	25	80	94	55	278	283	-1	-14
