1	ES	2117	1	2165	8	1928	19	1800	0	-8	0	-19	0	1	1	22	11	233	5	150	599	272	238	89	341	118	140	1166	565	0	1
2	DE	2082	1	2143	8	1896	24	1639	1	26	2	28	2	15	3	120	4	106	10	213	855	374	353	128	494	187	174	1913	1015	2	15
3	NL	2068	1	2127	16	1828	49	1550	-1	-50	-1	-45	-1	-37	0	37	1	78	2	73	728	347	294	87	366	202	160	1509	969	-1	-37
4	BR	2064	1	2194	4	1989	20	1813	0	18	-1	-18	-1	-31	-3	-40	-3	-16	14	232	875	303	289	283	548	146	181	1888	816	-1	-31
5	UY	1992	1	2106	12	1873	44	1635	0	29	6	113	5	101	10	179	13	170	20	204	842	286	358	198	365	272	205	1341	1068	5	101
6	EN	1955	1	2216	4	1984	17	1792	0	9	1	35	0	31	-2	-30	1	-6	1	24	961	415	456	90	562	180	219	2302	963	0	31
7	AR	1915	1	2159	5	1981	26	1751	0	-3	-1	-35	-2	-77	0	19	-2	-65	-5	-104	923	332	362	229	487	207	229	1727	1000	-2	-77
8	PT	1901	2	2022	20	1770	42	1619	0	-12	1	1	0	3	4	27	2	6	-4	-110	513	244	202	67	236	158	119	843	630	0	3
9	HR	1891	5	2005	12	1880	26	1782	0	-7	1	3	-2	-22	1	3	0	-6	0	7	227	95	101	31	120	43	64	398	224	-2	-22
10	IT	1886	1	2131	8	1912	21	1605	1	4	2	26	2	53	-4	-71	-7	-134	-7	-130	722	328	267	127	386	143	193	1261	720	2	53
10	CL	1886	5	1941	29	1656	60	1384	0	-5	-2	-21	-1	-7	1	5	29	150	46	290	674	263	251	160	248	281	145	941	998	-1	-7
12	MX	1866	5	1959	20	1768	48	1495	0	-1	-7	-88	-1	19	-4	-26	7	48	10	57	768	246	210	312	389	201	178	1413	810	-1	19
13	SE	1862	2	2012	15	1794	46	1577	2	24	0	10	1	48	12	89	0	-9	-5	-27	941	410	434	97	462	276	203	1938	1273	1	48
14	FR	1839	1	2137	17	1762	40	1507	-1	-10	0	-4	3	37	-5	-51	-12	-223	-13	-275	745	377	283	85	350	237	158	1301	1106	3	37
15	DK	1831	1	2077	20	1795	61	1536	9	55	12	71	17	97	1	19	-7	-73	-5	-45	742	334	336	72	342	255	145	1379	1057	17	97
16	AU	1818	11	1880	36	1645	76	1472	-2	-21	1	5	6	42	3	28	14	54	3	-11	460	204	168	88	238	126	96	940	504	6	42
17	RU	1817	1	2088	22	1737	48	1449	2	17	2	20	-4	-10	-4	-35	10	44	-2	-21	629	219	309	101	333	135	161	1116	619	-4	-10
18	IE	1803	4	1920	22	1616	64	1237	2	8	0	2	13	64	9	36	17	56	-4	-58	577	294	243	40	205	230	142	776	976	13	64
19	JP	1802	8	1896	64	1456	114	1214	-3	-27	-4	-21	-1	15	1	13	21	72	-6	-65	621	236	158	227	282	203	136	1056	753	-1	15
20	CZ	1795	1	2038	11	1869	35	1686	11	48	12	55	9	53	13	47	-9	-91	0	-30	719	290	348	81	350	208	161	1355	893	9	53
21	GR	1785	7	1931	49	1536	84	1277	6	19	9	32	5	34	1	2	-4	-54	27	130	500	231	225	44	182	199	119	635	742	5	34
22	PY	1783	5	1954	22	1758	44	1617	-5	-30	-2	-7	-3	-2	7	23	9	22	14	59	646	171	300	175	237	241	168	859	920	-3	-2
23	EC	1778	22	1804	71	1465	117	1184	10	42	12	53	10	52	15	57	10	18	11	47	439	140	157	142	120	207	112	499	733	10	52
24	GH	1775	10	1872	41	1658	100	1427	6	14	1	11	3	32	18	89	10	20	50	255	570	186	230	154	283	152	135	925	587	3	32
25	KR	1770	15	1844	37	1672	79	1446	-7	-31	-9	-48	4	28	7	21	21	102	-2	-32	854	266	207	381	467	172	215	1584	773	4	28
26	CO	1769	5	1943	55	1555	100	1304	-5	-17	-2	2	-2	5	3	9	-5	-20	-16	-107	481	146	174	161	175	175	131	573	611	-2	5
27	CH	1768	10	1918	28	1666	56	1485	-5	-13	-1	5	-2	14	-9	-24	-12	-78	20	110	723	349	324	50	236	329	158	1025	1284	-2	14
28	UA	1767	15	1819	39	1697	70	1536	4	29	-5	-4	-12	-41	-6	-16	-8	-39	13	71	183	82	83	18	75	52	56	239	193	-12	-41
29	CI	1764	15	1841	45	1638	75	1497	-1	-1	2	19	6	49	-1	3	-3	-11	23	139	483	170	176	137	242	122	119	782	492	6	49
30	NO	1755	8	1929	37	1609	86	1364	-5	-14	-8	-25	-15	-54	3	7	-1	-12	1	8	739	351	344	44	264	309	166	1125	1279	-15	-54
31	PE	1753	14	1884	36	1659	76	1486	-5	-14	17	101	23	124	30	166	20	123	22	130	542	209	192	141	168	239	135	682	801	23	124
32	TR	1745	10	1899	43	1595	73	1381	-10	-36	-11	-39	-12	-33	-11	-40	-16	-99	-8	-52	496	213	228	55	180	199	117	655	744	-12	-33
33	IR	1744	18	1836	41	1638	75	1461	1	11	1	10	6	50	17	110	-5	-24	-4	-8	509	175	143	191	280	109	120	963	416	6	50
34	RS	1721	3	2009	19	1787	41	1515	-5	-42	-5	-34	-7	-22	-20	-113	-3	-40	-18	-113	695	246	339	110	326	220	149	1327	983	-7	-22
35	EG	1720	10	1891	33	1671	68	1525	0	0	-7	-36	-14	-57	6	24	6	-5	15	71	674	276	223	175	335	173	166	1195	738	-14	-57
36	US	1716	9	1891	42	1627	89	1417	0	1	-3	-22	-13	-52	-19	-88	-11	-60	-8	-39	580	321	191	68	233	222	125	787	812	-13	-52
37	VE	1714	19	1806	92	1368	126	1212	0	0	-1	-9	1	9	0	-8	16	89	25	145	334	133	123	78	85	182	67	359	666	1	9
38	RO	1707	5	1946	26	1720	43	1503	0	-5	1	1	-2	-6	-13	-66	-24	-160	-17	-107	644	262	312	70	287	201	156	1062	841	-2	-6
38	PL	1707	2	2083	29	1707	58	1526	1	11	4	24	6	39	13	74	-14	-73	-8	-41	753	306	355	92	323	248	182	1278	1046	6	39
40	SQ	1704	1	2104	12	1892	64	1600	0	9	3	23	7	46	6	33	-3	-34	-8	-31	713	331	341	41	340	217	156	1259	875	7	46
41	BA	1694	37	1706	59	1591	80	1499	1	8	14	58	15	67	8	53	27	132	30	163	141	59	70	12	50	58	33	191	208	15	67
42	BE	1683	4	1959	25	1729	70	1498	3	16	4	19	15	63	19	96	3	8	-26	-151	699	338	310	51	276	272	151	1185	1196	15	63
43	HU	1677	1	2230	17	1852	75	1528	-2	-15	9	35	9	36	12	66	17	88	12	78	864	383	416	65	412	269	183	1807	1303	9	36
44	IL	1669	23	1771	46	1623	78	1426	3	7	-4	-32	-3	-17	-5	-49	-1	-45	2	-3	402	203	154	45	154	152	96	617	560	-3	-17
44	PA	1669	44	1673	107	1305	142	1152	4	17	7	21	20	80	30	116	38	164	63	269	374	133	141	100	112	175	87	458	640	20	80
46	NG	1665	16	1828	39	1666	72	1500	-2	-12	-1	-11	4	12	-13	-83	-23	-120	-9	-56	530	190	215	125	243	138	149	793	554	4	12
47	CR	1664	9	1863	34	1691	73	1495	2	14	0	4	-4	-6	-7	-40	3	30	-21	-112	579	200	203	176	272	174	133	1093	680	-4	-6
48	CM	1656	14	1852	51	1606	81	1453	5	16	6	17	3	6	-24	-119	-27	-133	-9	-59	485	129	194	162	215	128	142	740	544	3	6
